epoch,total_epoch,global_step,lr,loss
35,50,3430,1.5e-05,87.755669
36,50,3440,1.4e-05,89.292473
36,50,3460,1.4e-05,86.121826
36,50,3480,1.4e-05,91.064922
36,50,3500,1.4e-05,86.415119
36,50,3520,1.3e-05,88.435173
36,50,3528,1.3e-05,85.340767
37,50,3540,1.3e-05,85.131451
37,50,3560,1.3e-05,91.324974
37,50,3580,1.2e-05,88.908463
37,50,3600,1.2e-05,84.433559
37,50,3620,1.2e-05,86.172318
37,50,3626,1.2e-05,85.90963
38,50,3640,1.2e-05,87.23045
38,50,3660,1.1e-05,86.557079
38,50,3680,1.1e-05,89.617233
38,50,3700,1.1e-05,86.627701
38,50,3720,1e-05,84.759895
38,50,3724,1e-05,85.109829
39,50,3740,1e-05,82.723396
39,50,3760,1e-05,87.18605
39,50,3780,1e-05,84.166611
39,50,3800,9e-06,85.98978
39,50,3820,9e-06,89.809902
39,50,3822,9e-06,88.395943
40,50,3840,9e-06,85.050289
40,50,3860,9e-06,85.480824
40,50,3880,8e-06,87.446609
40,50,3900,8e-06,85.260475
40,50,3920,8e-06,84.320168
41,50,3940,8e-06,86.225136
41,50,3960,8e-06,91.096851
41,50,3980,7e-06,82.953056
41,50,4000,7e-06,84.337261
41,50,4018,7e-06,83.562969
42,50,4020,7e-06,83.562969
42,50,4040,7e-06,83.390919
42,50,4060,6e-06,90.128723
42,50,4080,6e-06,85.348999
42,50,4100,6e-06,83.81731
42,50,4116,6e-06,83.841507
43,50,4120,6e-06,83.663246
43,50,4140,6e-06,87.838913
43,50,4160,5e-06,84.572395
43,50,4180,5e-06,86.468925
43,50,4200,5e-06,85.41428
43,50,4214,5e-06,83.457512
44,50,4220,5e-06,82.696507
44,50,4240,5e-06,82.645912
44,50,4260,4e-06,81.970695
44,50,4280,4e-06,86.33844
44,50,4300,4e-06,85.455952
44,50,4312,4e-06,86.089081
45,50,4320,4e-06,82.868088
45,50,4340,4e-06,88.650024
45,50,4360,4e-06,89.375332
45,50,4380,3e-06,85.507389
45,50,4400,3e-06,87.778542
45,50,4410,3e-06,87.254845
46,50,4420,3e-06,81.851017
46,50,4440,3e-06,81.776703
46,50,4460,3e-06,84.087105
46,50,4480,3e-06,90.381359
46,50,4500,3e-06,83.774281
46,50,4508,2e-06,84.696087
47,50,4520,2e-06,84.632088
47,50,4540,2e-06,82.026783
47,50,4560,2e-06,84.177055
47,50,4580,2e-06,82.770378
47,50,4600,2e-06,85.486183
47,50,4606,2e-06,85.733391
48,50,4620,2e-06,80.991714
48,50,4640,2e-06,79.896355
48,50,4660,2e-06,83.446613
48,50,4680,1e-06,87.199749
48,50,4700,1e-06,84.937256
48,50,4704,1e-06,84.063068
49,50,4720,1e-06,83.390816
49,50,4740,1e-06,78.92157
49,50,4760,1e-06,85.31319
49,50,4780,1e-06,83.720531
49,50,4800,1e-06,83.729286
49,50,4802,1e-06,82.765747
50,50,4820,1e-06,88.641163
50,50,4840,1e-06,83.558022
50,50,4860,1e-06,87.127602
50,50,4880,1e-06,85.310291
50,50,4900,0.0,85.664223
